id,company_id,sector,emtak,name,phone,email,www
2130,212,Külalistemajad,55103,"1CATERING OÜ",,info@1catering.ee,www.1catering.ee
3717,1643,Külalistemajad,55103,"AaBlu Resort OÜ",,info@aablu.ee,
4094,1981,Külalistemajad,55103,"Amilegbe Olokunola OÜ",,rip.vc.inc@gmail.com,
4478,2315,Külalistemajad,55103,"Amrit OÜ","+372 5131116",kalle.triinu@gmail.com,
6800,4499,Külalistemajad,55103,"Anne ampsud OÜ","+372 59123273",anne.kylmallik@mail.ee,
8219,5887,Külalistemajad,55103,"Anveer OÜ","+372 5164136",andrusv@kodu.ee,
9440,6955,Külalistemajad,55103,"Arborest OÜ","+372 5176969",heiki@arborest.ee,
9535,7037,Külalistemajad,55103,"Arcel Metall OÜ","+372 5179228",arcel.metall@gmail.com,
10732,8089,Külalistemajad,55103,"Arkma Seltsimaja OÜ",,margus@kroonitakso.ee,
12629,9742,Külalistemajad,55103,"Arula Maja OÜ",,anneliveski@hotmail.com,
16516,12775,Külalistemajad,55103,"Aurora Apartments OÜ",,info@synaps.ee,
21606,17143,Külalistemajad,55103,"BC 28 OÜ",,post@turu-uuringute.ee,
22069,17541,Külalistemajad,55103,"Beaverland OÜ","+372 56509715",info@riverrose.eu,
24604,19777,Külalistemajad,55103,"Biokatel OÜ","+372 5120445",kristjan@nurmiko.ee,
24635,19801,Külalistemajad,55103,"BioMari OÜ",,ene7.leppik@gmail.com,
26588,21576,Külalistemajad,55103,"Bohotel OÜ",,harri.raid@gmail.com,
26750,21723,Külalistemajad,55103,"Bonacci OÜ","+372 56710585",info@bonacci.ee,
31319,25765,Külalistemajad,55103,"Carrynet OÜ","+372 56201302",kylli@sunwells.ee,
32370,26706,Külalistemajad,55103,"Ceylon Travel Group OÜ",,info@dhammikapalace.com,
35782,29745,Külalistemajad,55103,"Concentrated OÜ","+372 58557131",rene.abramson99@gmail.com,
37614,31371,Külalistemajad,55103,"Credoplus OÜ","+372 55517710",credoplus.est@gmail.com,
38631,32270,Külalistemajad,55103,"Cute apartment OÜ",,prodeal@icloud.com,
52135,44449,Külalistemajad,55103,"EhitusProspekt OÜ","+372 58004112",ehitusprospekt@gmail.com,
52520,44798,Külalistemajad,55103,"Eisenlux OÜ","+372 56213915",kadri.eisenberg@gmail.com,
52581,44848,Külalistemajad,55103,"EJ Consult OÜ",,ejconsultou@gmail.com,
54730,46713,Külalistemajad,55103,"Elle-Mall Koppelmaa","+372 56472854",ellemalle@gmail.com,
55879,47931,Külalistemajad,55103,"Embrace OÜ","+372 5244314",booking.parnu@gmail.com,
60002,51583,Külalistemajad,55103,"Estbest Holding OÜ","+372 5028334",estbest.ee@gmail.com,
62616,53860,Külalistemajad,55103,"EUROVESKI OÜ","+372 5215290",euroveski@gmail.com,
62794,54028,Külalistemajad,55103,"EvaVitte OÜ",,evro.0103@yandex.ru,
65462,56443,Külalistemajad,55103,"Faustus Invest OÜ","+372 58663017",midorikoo@gmail.com,
67840,58552,Külalistemajad,55103,"FINOPSIS OÜ",,kuldaralles@gmail.com,
71353,61645,Külalistemajad,55103,"Freedom Villa OÜ",,freedomvilla65@gmail.com,
72982,63105,Külalistemajad,55103,"Fysiotech Plus OÜ","+372 5292828",marten@soots.ee,
74114,64153,Külalistemajad,55103,"Gastronomics Eesti OÜ",,iiumekk@gmail.com,
77651,67311,Külalistemajad,55103,"Good Mood Investment OÜ",,goodmoodguesthouse@gmail.com,
