id,company_id,sector,emtak,name,phone,email,www
2500,555,"Juuksuri- ja muu iluteenindus",9602,"2in1 Studio OÜ",,2in1stuudio@gmail.com,
3651,1584,"Juuksuri- ja muu iluteenindus",9602,"AA ANGELA STUDIO OÜ","+372 55673118",info.angelastudio@gmail.com,
6567,4280,"Juuksuri- ja muu iluteenindus",9602,"Anli Design OÜ","+372 5268951",anneli.filipov@gmail.com,
6631,4340,"Juuksuri- ja muu iluteenindus",9602,"AnnaBella Studio OÜ",,hairproff@gmail.com,
6801,4499,"Juuksuri- ja muu iluteenindus",9602,"Anne ampsud OÜ","+372 59123273",anne.kylmallik@mail.ee,
7282,4957,"Juuksuri- ja muu iluteenindus",9602,"Annu Beauty OÜ","+372 56614481",ringmetsannika@gmail.com,
7331,4997,"Juuksuri- ja muu iluteenindus",9602,"Anora Beauty OÜ",,oravannika@gmail.com,
7497,5139,"Juuksuri- ja muu iluteenindus",9602,"ANZEL BEAUTY OÜ",,anzelika.zelnova1@gmail.com,
7509,5151,"Juuksuri- ja muu iluteenindus",9602,"Anžela Ilustuudio OÜ",,anzela02@mail.ru,
11009,8327,"Juuksuri- ja muu iluteenindus",9602,"Armoniasense OÜ","+372 53408827",mahekosmeetika@gmail.com,
11666,8888,"Juuksuri- ja muu iluteenindus",9602,"Art by Yane OÜ",,janemand1998@hotmail.com,
12207,9376,"Juuksuri- ja muu iluteenindus",9602,"Art Me Beauty OÜ",,olgaturg@mail.ru,
12314,9464,"Juuksuri- ja muu iluteenindus",9602,"ArtPrime OÜ","+372 58377294",oksana2607@mail.ru,
12399,9535,"Juuksuri- ja muu iluteenindus",9602,"ArtStarBeauty OÜ",,iridja@gmail.com,
13698,10551,"Juuksuri- ja muu iluteenindus",9602,"Asistra OÜ","+372 53439595",sigrireb2@gmail.com,
15008,11482,"Juuksuri- ja muu iluteenindus",9602,"A.S.V LashStudio OÜ",,adelinastepanova@hotmail.com,
15479,11885,"Juuksuri- ja muu iluteenindus",9602,"AT ILU OÜ",,hairbyatitova@gmail.com,
17578,13658,"Juuksuri- ja muu iluteenindus",9602,"Avancia OÜ",,rena@avancia.ee,
19886,15676,"Juuksuri- ja muu iluteenindus",9602,"BALTIC FINCH SERVICE OÜ","+372 5037238",ramai@hansasuv.eu,
21233,16815,"Juuksuri- ja muu iluteenindus",9602,"Bastienna OÜ","+372 56647139",mailispa@gmail.com,
21239,16821,"Juuksuri- ja muu iluteenindus",9602,"Bast NStuudio OÜ",,krobeauty.info@gmail.com,
21813,17321,"Juuksuri- ja muu iluteenindus",9602,"Beatique OÜ","+372 58275500",victoriapetrova09051986@gmail.com,
21844,17350,"Juuksuri- ja muu iluteenindus",9602,"Beauty4you OÜ","+372 53366575",hallikkadrin@gmail.com,
21862,17366,"Juuksuri- ja muu iluteenindus",9602,"Beautybooster OÜ","+372 58049950",info@beautybooster.ee,www.beautybooster.ee
21886,17387,"Juuksuri- ja muu iluteenindus",9602,"Beauty By Signe OÜ","+372 56560132",browsbysigne@gmail.com,
21887,17388,"Juuksuri- ja muu iluteenindus",9602,"Beauty By Sigrit OÜ","+372 53702992",sigritsokmann@gmail.com,
21905,17405,"Juuksuri- ja muu iluteenindus",9602,"Beauty Creations OÜ","+372 56603437",kerlikaasik92@gmail.com,
21926,17421,"Juuksuri- ja muu iluteenindus",9602,"BeautyForAll OÜ",,nataljakorobkina@gmail.com,
21970,17463,"Juuksuri- ja muu iluteenindus",9602,"BeautyMe OÜ","+372 56943005",kaire84@gmail.com,
22061,17536,"Juuksuri- ja muu iluteenindus",9602,"beautyx OÜ",,kristiine.laats@gmail.com,
22242,17706,"Juuksuri- ja muu iluteenindus",9602,"BEGLAMHOUSE OÜ","+372 58007601",beglamhouse@gmail.com,
22399,17854,"Juuksuri- ja muu iluteenindus",9602,"Belingva OÜ","+372 56262330",nataliasenkevits@hotmail.com,
22576,18000,"Juuksuri- ja muu iluteenindus",9602,"Belous OÜ","+372 5572023",belouus@yandex.ru,
22578,18001,"Juuksuri- ja muu iluteenindus",9602,"Belova Beauty OÜ",,belova_juliaa@mail.ru,
22778,18176,"Juuksuri- ja muu iluteenindus",9602,"Benkser OÜ",,benkserou@gmail.com,
23604,18884,"Juuksuri- ja muu iluteenindus",9602,"Betiko Beauty OÜ","+372 53463389",marju.tuhk@gmail.com,
