id,company_id,sector,emtak,name,phone,email,www
250081,217735,"Restoranid jm toitlustuskohad",56101,"OÜ Peopaik","+372 5016896",info@tartukohvik.ee,
250306,217922,"Restoranid jm toitlustuskohad",56101,"OÜ PHARUS","+372 52991962",annely.heilmann@mail.ee,
250434,218017,"Restoranid jm toitlustuskohad",56101,"OÜ Pikevere","+372 5278452",oy.pikevere@gmail.com,
250447,218026,"Restoranid jm toitlustuskohad",56101,"OÜ Pikopalla",,oupikopalla@gmail.com,
250572,218123,"Restoranid jm toitlustuskohad",56101,"OÜ Pintmann Grupp",,info@kubija.ee,www.kubija.ee
250579,218126,"Restoranid jm toitlustuskohad",56101,"OÜ Pintsar","+372 5298872",reinkuusk@gmail.com,
250610,218150,"Restoranid jm toitlustuskohad",56101,"OÜ Pipstüki",,timo.otstavel@gmail.com,
250643,218179,"Restoranid jm toitlustuskohad",56101,"OÜ PISI",,piret.hansman@paide.ee,
250660,218195,"Restoranid jm toitlustuskohad",56101,"OÜ PizzaKäru",,pizzak2ru@gmail.com,
250661,218196,"Restoranid jm toitlustuskohad",56101,"OÜ Pizzanaut",,kerli@cavere.ee,
250662,218197,"Restoranid jm toitlustuskohad",56101,"OÜ pizza pasta",,lookristjan@hotmail.com,
250762,218278,"Restoranid jm toitlustuskohad",56101,"OÜ Pleiering","+372 5073922",kalev@pleiering.ee,
250782,218295,"Restoranid jm toitlustuskohad",56101,"OÜ PLG Toitlustamine","+372 5060066",info@pontsik.ee,
250806,218315,"Restoranid jm toitlustuskohad",56101,"OÜ Plus Kohvikud","+372 5042433",info@pluskohvikud.ee,https://www.pluskohvikud.ee
250854,218354,"Restoranid jm toitlustuskohad",56101,"OÜ Poisi Eine",,poisi.eine@gmail.com,
250872,218368,"Restoranid jm toitlustuskohad",56101,"OÜ Polari","+372 56260015",tannagap@gmail.com,
250930,218416,"Restoranid jm toitlustuskohad",56101,"OÜ POOL KAHEKSA","+372 5084455",andre.liplik@gmail.com,
250939,218423,"Restoranid jm toitlustuskohad",56101,"OÜ PopTheDog",,siim@thedoghouse.ee,
250945,218429,"Restoranid jm toitlustuskohad",56101,"OÜ PORRI & KO",,kalle.pormann@gmail.com,www.trahtertareke.ee
250961,218441,"Restoranid jm toitlustuskohad",56101,"OÜ Portulak","+372 58374059",maledysaunte@hotmail.com,
251002,218476,"Restoranid jm toitlustuskohad",56101,"OÜ POUK",,henri.loodmaa@tartuhotels.ee,
251063,218525,"Restoranid jm toitlustuskohad",56101,"OÜ PREMIER HOTELS","+372 5034722",Verni.Loodmaa@tartuhotels.ee,
251398,218799,"Restoranid jm toitlustuskohad",56101,"OÜ Proua Lorde",,ProuaLorde@gmail.com,
251409,218809,"Restoranid jm toitlustuskohad",56101,"OÜ PRUHA","+372 5138086",illehaamer@hot.ee,
251447,218835,"Restoranid jm toitlustuskohad",56101,"OÜ PT Toitlustus",,rannu.kohvik@gmail.com,
251458,218843,"Restoranid jm toitlustuskohad",56101,"OÜ Puente","+372 58438972",info@puente.ee,
251510,218887,"Restoranid jm toitlustuskohad",56101,"OÜ Puhta Toidu Saatkond","+372 5015323",jaagupjalakas@icloud.com,
251657,219006,"Restoranid jm toitlustuskohad",56101,"OÜ PUUNA INVEST",,puuna@puuna.ee,
251718,219059,"Restoranid jm toitlustuskohad",56101,"OÜ Põhjaka mõis","+372 5267795",pohjaka@pohjaka.ee,
251853,219149,"Restoranid jm toitlustuskohad",56101,"OÜ Pärna Agri","+372 56639078",parnaagri@gmail.com,
251870,219160,"Restoranid jm toitlustuskohad",56101,"OÜ PÄRNU KOHVIKUD",,merike@dzingel.ee,
251898,219181,"Restoranid jm toitlustuskohad",56101,"OÜ Pööbel","+372 5018933",paapt@hot.ee,
251921,219198,"Restoranid jm toitlustuskohad",56101,"OÜ Püha Vitus","+372 5018933",paapt@hot.ee,
252258,219471,"Restoranid jm toitlustuskohad",56101,"OÜ Rakvere Kebab","+372 5289835",info@laadacafe.ee,
252299,219502,"Restoranid jm toitlustuskohad",56101,"OÜ RAMOFEI","+372 56476880",hotsaun@hot.ee,
